year	arrest_number	arrest_charge_description	arrest_location	arrest_report_date	arresting_officer	arrestee_race	arrestee_gender	arrestee_residence_city	arrestee_age
2010	SS‐00192‐10	NO/EXPIRED INSPECTION CERTIFICATE	UNION AVE	2010-03-12	ARPEI	WHITE	M	MECHANICVILLE	35
2010	SS‐00187‐10	CRIMINAL TRESPASS THIRD DEGREE/BUILDING OR PROP.	NELSON AVE	2010-03-10	JOHNSON	WHITE	M	LOUDENVILLE	26
2010	SS‐00189‐10	PETIT LARCENY	WEIBEL AVE	2010-03-10	CARTER	WHITE	F	SCHUYLERVILLE	18
2010	SS‐00188‐10	PETIT LARCENY	WEIBEL AVE	2010-03-10	CARTER	WHITE	F	SARATOGA SPRINGS	18
2010	SS‐00186‐10	AGGR. UNLICENSED OPER 1ST DEGREE/UNDER INFLUENCE	LAKE AVE	2010-03-09	PRESTIGIACO	WHITE	M	GREENFIELD CENTER	29
2010	SS‐00186‐10	UNLAWFUL POSSESSION OF MARIHUANA	LAKE AVE	2010-03-09	PRESTIGIACO	WHITE	M	GREENFIELD CENTER	29
2010	SS‐00186‐10	REFUSE PRE SCREEN TEST	LAKE AVE	2010-03-09	PRESTIGIACO	WHITE	M	GREENFIELD CENTER	29
2010	SS‐00186‐10	FAILURE TO NOTIFY DMV CHANGE OF ADDRESS	LAKE AVE	2010-03-09	PRESTIGIACO	WHITE	M	GREENFIELD CENTER	29
2010	SS‐00186‐10	FAIL TO COMPLY WITH LAWFUL ORDER OF THE POLICE	LAKE AVE	2010-03-09	PRESTIGIACO	WHITE	M	GREENFIELD CENTER	29
2010	SS‐00186‐10	DRIVING WHILE INTOXICATED‐ 2ND OFFENSE	LAKE AVE	2010-03-09	PRESTIGIACO	WHITE	M	GREENFIELD CENTER	29
2010	SS‐00186‐10	CONSUMPTION OF ALCOHOLIC BEVERAGES	LAKE AVE	2010-03-09	PRESTIGIACO	WHITE	M	GREENFIELD CENTER	29
2010	SS‐00186‐10	ABILITY IMPAIRED BY (DRUGS AND ALCOHOL)	LAKE AVE	2010-03-09	PRESTIGIACO	WHITE	M	GREENFIELD CENTER	29
2010	SS‐00181‐10	BAC MORE .08	SOUTH BROADWAY	2010-03-08	JOHNSON	WHITE	M	MALTA	43
2010	SS‐00181‐10	ATV UNREGISTERED	SOUTH BROADWAY	2010-03-08	JOHNSON	WHITE	M	MALTA	43
2010	SS‐00181‐10	ATV EQUIPMENT	SOUTH BROADWAY	2010-03-08	JOHNSON	WHITE	M	MALTA	43
2010	SS‐00181‐10	AGGRAVATED DRIVING WHILE INTOXICATED	SOUTH BROADWAY	2010-03-08	JOHNSON	WHITE	M	MALTA	43
2010	SS‐00181‐10	FAIL TO DISPLAY PLATES/ ATV	SOUTH BROADWAY	2010-03-08	JOHNSON	WHITE	M	MALTA	43
2010	SS‐00182‐10	CRIMINAL POSSESSION OF A WEAPON THIRD DEGREE	JEFFERSON TER	2010-03-08	MULLAN	BLACK/AFRICAN AMERICAN	M	HOUSTON	51
2010	SS‐00182‐10	MENACING SECOND DEGREE	JEFFERSON TER	2010-03-08	MULLAN	BLACK/AFRICAN AMERICAN	M	HOUSTON	51
2010	SS‐00182‐10	HARASSMENT SECOND DEGREE ‐ PHYSICAL CONTACT	JEFFERSON TER	2010-03-08	MULLAN	BLACK/AFRICAN AMERICAN	M	HOUSTON	51
2010	SS‐00185‐10	UNLAWFUL POSSESSION OF MARIHUANA	FRANKLIN ST	2010-03-08	RESIDE	WHITE	F	SARATOGA SPRINGS	20
2010	SS‐00184‐10	PETIT LARCENY	CONGRESS ST	2010-03-08	EVERTSEN	WHITE	F	SARATOGA SPRINGS	22
2010	SS‐00183‐10	PETIT LARCENY	SOUTH BROADWAY	2010-03-08	VEITCH	WHITE	M	SARATOGA SPRINGS	22
2010	SS‐00181‐10	UNPROPERLY OPERATING N ATV	SOUTH BROADWAY	2010-03-08	JOHNSON	WHITE	M	MALTA	43
2010	SS‐00181‐10	FAIL TO KEEP RIGHT	SOUTH BROADWAY	2010-03-08	JOHNSON	WHITE	M	MALTA	43
2010	SS‐00181‐10	FAIL TO COMPLY WITH LAWFUL ORDER OF THE POLICE	SOUTH BROADWAY	2010-03-08	JOHNSON	WHITE	M	MALTA	43
2010	SS‐00181‐10	EQUIPMENT LIGHTED HEAD LAMPS	SOUTH BROADWAY	2010-03-08	JOHNSON	WHITE	M	MALTA	43
2010	SS‐00181‐10	DRIVING WHILE INTOXICATED	SOUTH BROADWAY	2010-03-08	JOHNSON	WHITE	M	MALTA	43
2010	SS‐00179‐10	AGGRAVATED DRIVING WHILE INTOXICATED	BALLSTON AVE	2010-03-07	CAREY	WHITE	M	BALLSTON SPA	25
2010	SS‐00177‐10	NOISE ORDINANCE VIOLATION	PHILA ST	2010-03-07	MITCHELL	WHITE	M	SARATOGA SPGS	27
2010	SS‐00176‐10	FAILED TO SIGNAL A TURN	PUTNAM ST AT SPRING ST	2010-03-07	CAREY	WHITE	M	BALLSTON LAKE	33
2010	SS‐00176‐10	DRIVING WHILE INTOXICATED	PUTNAM ST	2010-03-07	CAREY	WHITE	M	BALLSTON LAKE	33
2010	SS‐00176‐10	BAC MORE .08	PUTNAM ST	2010-03-07	CAREY	WHITE	M	BALLSTON LAKE	33
2010	SS‐00180‐10	PETIT LARCENY	WEIBEL AVE	2010-03-07	JOHNSON	WHITE	F	LAKE GEORGE	16
2010	SS‐00179‐10	LEAVING THE SCENE OF AN AUTO ACCIDENT (PROPERTY)	BALLSTON AVE	2010-03-07	CAREY	WHITE	M	BALLSTON SPA	25
2010	SS‐00179‐10	DRIVING WHILE INTOXICATED	BALLSTON AVE	2010-03-07	CAREY	WHITE	M	BALLSTON SPA	25
2010	SS‐00179‐10	BAC MORE .08	BALLSTON AVE	2010-03-07	CAREY	WHITE	M	BALLSTON SPA	25
2010	SS‐00178‐10	DISORDERLY CONDUCT	WASHINGTON ST	2010-03-07	ARPEI	WHITE	M	SARATOGA SPRINGS	24
2010	SS‐00173‐10	OPERATING WITH A RESTRICTION	CHURCH ST	2010-03-06	MULLAN	WHITE	M	LAKE LUZERNE	28
2010	SS‐00173‐10	AGGRAVATED DRIVING WHILE INTOXICATED	CHURCH ST	2010-03-06	MULLAN	WHITE	M	LAKE LUZERNE	28
2010	SS‐00171‐10	DRIVING WHILE INTOXICATED	DIVISION ST	2010-03-06	CAREY	WHITE	M	MIDDLE GROVE	41
2010	SS‐00171‐10	BAC MORE .08	DIVISION ST	2010-03-06	CAREY	WHITE	M	MIDDLE GROVE	41
2010	SS‐00173‐10	FAIL TO KEEP RIGHT	CHURCH ST	2010-03-06	MULLAN	WHITE	M	LAKE LUZERNE	28
2010	SS‐00173‐10	DRIVING WHILE INTOXICATED	CHURCH ST	2010-03-06	MULLAN	WHITE	M	LAKE LUZERNE	28
2010	SS‐00171‐10	UNLAWFUL USE OF MOBILE PHONES IN MOTOR VEHICLE	DIVISION ST	2010-03-06	CAREY	WHITE	M	MIDDLE GROVE	41
2010	SS‐00172‐10	DISORDERLY CONDUCT	CAROLINE ST	2010-03-06	AHIGIAN	WHITE	M	GANSEVOORT	23
2010	SS‐00171‐10	PASSED A RED TRAFFIC SIGNAL LIGHT	DIVISION ST AT RR PLACE	2010-03-06	CAREY	WHITE	M	MIDDLE GROVE	41
2010	SS‐00175‐10	PETIT LARCENY	WEIBEL AVE	2010-03-06	EVERTSEN	WHITE	F	GLENS FALLS	19
2010	SS‐00174‐10	PETIT LARCENY	WEIBEL AVE	2010-03-06	JOHNSON	WHITE	F	QUEENSBURY	19
2010	SS‐00173‐10	BAC MORE .08	CHURCH ST	2010-03-06	MULLAN	WHITE	M	LAKE LUZERNE	28
2010	SS‐00173‐10	ONE WAY STREET	CAROLINE ST	2010-03-06	MULLAN	WHITE	M	LAKE LUZERNE	28
2010	SS‐00170‐10	ASSAULT IN THE THIRD DEGREE//INTENT PHYSICAL INJ	CHURCH ST	2010-03-05	RIGANO	WHITE	M	ALBANY	17
2010	SS‐00167‐10	POSSESS ALCOHOL UNDER 21 YOA	MAPLE AVE	2010-03-05	MITCHELL	WHITE	F	SARATOGA SPRINGS	19
2010	SS‐00166‐10	POSSESS ALCOHOL UNDER 21 YOA	MAPLE AVE	2010-03-05	CADORET	WHITE	F	MARBLEHEAD	19
2010	SS‐00169‐10	CRIMINAL POSSESSION OF A CONTROLLED SUBSTANCE 7TH	BLUE STREAKS WAY	2010-03-05		WHITE	F	PORTERS CORNERS	17
2010	SS‐00168‐10	DISORDERLY CONDUCT	MAPLE AVE	2010-03-05	SICKO	WHITE	M	LAKE LUZERNE	20
2010	SS‐00163‐10	BURGLARY FIRST DEGREE/CAUSES PHYSICAL INJURY	SEWARD ST	2010-03-04	VEITCH	WHITE	M	SARATOGA SPRINGS	23
2010	SS‐00165‐10	VEHICLE ENTERING STOP OR YIELD INTERSECTION	WALTON ST	2010-03-04	EVERTSEN	WHITE	M	PORTER CORNERS	52
2010	SS‐00165‐10	ABILITY IMPAIRED BY (DRUGS)	WOODLAWN AVE	2010-03-04	EVERTSEN	WHITE	M	PORTER CORNERS	52
2010	SS‐00164‐10	SPEEDING ‐ POSTED ZONE	BALLSTON AVE	2010-03-04	CADORET	WHITE	M	BALLSTON SPA	24
2010	SS‐00164‐10	PASSED A RED TRAFFIC SIGNAL LIGHT	BALLSTON AVE	2010-03-04	CADORET	WHITE	M	BALLSTON SPA	24
2010	SS‐00164‐10	DRIVING WHILE INTOXICATED	BALLSTON AVE	2010-03-04	CADORET	WHITE	M	BALLSTON SPA	24
2010	SS‐00164‐10	BAC MORE .08	BALLSTON AVE	2010-03-04	CADORET	WHITE	M	BALLSTON SPA	24
2010	SS‐00163‐10	ROBBERY IN THE SECOND DEGREE/CAUSE PHYSICAL INJURY	SEWARD ST	2010-03-04	VEITCH	WHITE	M	SARATOGA SPRINGS	23
2010	SS‐00163‐10	ASSAULT IN THE SECOND DEGREE/IN THE COURSE OF FEL	SEWARD ST	2010-03-04	VEITCH	WHITE	M	SARATOGA SPRINGS	23
2010	SS‐00162‐10	ROBBERY IN THE SECOND DEGREE/CAUSE PHYSICAL INJURY	CHURCH STREET	2010-03-04	VEITCH	WHITE	M	SARATOGA SPRINGS	23
2010	SS‐00162‐10	CRIMINAL MISCHIEF FOURTH DEGREE/INTEN DAMAGES PROP	CHURCH STREET	2010-03-04	VEITCH	WHITE	M	SARATOGA SPRINGS	23
2010	SS‐00160‐10	ASSAULT IN THE THIRD DEGREE//INTENT PHYSICAL INJ	FRANKLIN ST	2010-03-02	BENGTSON	WHITE	F	SARATOGA SPRINGS	19
2010	SS‐00159‐10	UNLAWFUL POSSESSION OF MARIHUANA	BLUE STREAKS WAY	2010-03-02	KELLY	WHITE	M	BALLSTON SPA	16
2010	SS‐00158‐10	UNLAWFUL POSSESSION OF MARIHUANA	EXCELSIOR AVE	2010-03-02	CAREY	WHITE	M	CORINTH	23
2010	SS‐00161‐10	DISORDERLY CONDUCT	BROADWAY	2010-03-02	RIGANO	WHITE	F	SARATOGA SPRINGS	44
2010	SS‐00157‐10	CRIMINAL MISCHIEF FOURTH DEGREE/INTEN DAMAGES PROP	BLUE STREAKS WAY	2010-03-02	EVERTSEN	BLACK/AFRICAN AMERICAN	M	SARATOGA SPRINGS	18
2010	SS‐00156‐10	UNLAWFUL POSSESSION OF MARIHUANA	CHURCH ST	2010-03-01	AHIGIAN	WHITE	M	SARATOGA SPRINGS	24
2010	SS‐00153‐10	FUGITIVE FROM JUSTICE 570.34 CPL	VAN DAM ST	2010-03-01	CALLAHAN	WHITE	M	GLENS FALLS	30
2010	SS‐00155‐10	CRIMINAL MISCHIEF FOURTH DEGREE/INTEN DAMAGES PROP	CAROLINE ST	2010-03-01	NOLAN	WHITE	M	SARATOGA SPRINGS	56
2010	SS‐00155‐10	CRIMINAL CONTEMPT SECOND DEGREE/DISOBEDIENCE	CAROLINE ST	2010-03-01	NOLAN	WHITE	M	SARATOGA SPRINGS	56
2010	SS‐00155‐10	HARASSMENT SECOND DEGREE ‐ PHYSICAL CONTACT	CAROLINE ST	2010-03-01	NOLAN	WHITE	M	SARATOGA SPRINGS	56
2010	SS‐00154‐10	AGGRAVATED HARASSMENT IN THE SECOND DEGREE	CONCORD DR	2010-03-01	EVERTSEN	WHITE	M	SARATOGA SPRINGS	32
2010	SS‐00152‐10	EQUIPMENT (MUFFLERS/EXHAUST SYSTEM)	RAILROAD PL	2010-02-28	AHIGIAN	BLACK/AFRICAN AMERICAN	M	SARATOGA SPRINGS	23
2010	SS‐00151‐10	FORGERY IN THE THIRD DEGREE	WALTON ST	2010-02-28	AHIGIAN	WHITE	M	GREENFIELD	37
2010	SS‐00150‐10	FAIL TO OBEY TRAFFIC CONTROL DEVICE	SPRING ST AT BROADWAY	2010-02-28	CAREY	WHITE	F	QUEENSBURY	21
2010	SS‐00150‐10	DRIVING WITH BAC MORE THAN .08	SPRING ST	2010-02-28	CAREY	WHITE	F	QUEENSBURY	21
2010	SS‐00150‐10	DRIVING WHILE INTOXICATED	SPRING ST	2010-02-28	CAREY	WHITE	F	QUEENSBURY	21
2010	SS‐00150‐10	AGGRAVATED DRIVING WHILE INTOXICATED	SPRING ST	2010-02-28	CAREY	WHITE	F	QUEENSBURY	21
2010	SS‐00152‐10	AGGRAVATED UNLICENSED OPERATION THIRD DEGREE	RAILROAD PL	2010-02-28	AHIGIAN	BLACK/AFRICAN AMERICAN	M	SARATOGA SPRINGS	23
2010	SS‐00152‐10	CRIMINAL POSSESSION OF MARIHUANA FIFTH DEGREE	RAILROAD PL	2010-02-28	AHIGIAN	BLACK/AFRICAN AMERICAN	M	SARATOGA SPRINGS	23
2010	SS‐00147‐10	FAILED TO STOP AT STOP SIGN	PUTNAM ST AT SPRING ST	2010-02-27	CAREY	WHITE	M	MELROSE	28
2010	SS‐00148‐10	CRIMINAL MISCHIEF FOURTH DEGREE	BENEDICT ST	2010-02-27	RIGANO	WHITE	M	SARATOGA SPRINGS	58
2010	SS‐00149‐10	AGGRAVATED UNLICENSED OPERATION THIRD DEGREE	STATE ST	2010-02-27	CAREY	WHITE	M	SO GLENS FALLS	22
2010	SS‐00149‐10	UNLAWFUL POSSESSION OF MARIHUANA	STATE ST	2010-02-27	CAREY	WHITE	M	SO GLENS FALLS	22
2010	SS‐00147‐10	FAIL TO KEEP RIGHT	SPRING ST	2010-02-27	CAREY	WHITE	M	MELROSE	28
2010	SS‐00147‐10	DRIVING WITH BAC MORE THAN .08	PUTNAM ST	2010-02-27	CAREY	WHITE	M	MELROSE	28
2010	SS‐00147‐10	DRIVING WHILE INTOXICATED	PUTNAM ST	2010-02-27	CAREY	WHITE	M	MELROSE	28
2010	SS‐00142‐10	PETIT LARCENY	PUTNAM ST	2010-02-26	CADORET	WHITE	M	SARATOGA SPRINGS	22
2010	SS‐00143‐10	DISORDERLY CONDUCT	LAKE AVE	2010-02-26	BRAIM	OTHER	M	ALBRIGHTSVILLE	34
2010	SS‐00146‐10	FAIL TO KEEP RIGHT	LINCOLN AVENUE	2010-02-26	BENGTSON	WHITE	F	SARATOGA SPRINGS	57
2010	SS‐00146‐10	DRIVING WHILE INTOXICATED	LINCOLN AVENUE	2010-02-26	BENGTSON	WHITE	F	SARATOGA SPRINGS	57
2010	SS‐00146‐10	CONSUMPTION OF ALCOHOLIC BEVERAGES	LINCOLN AVENUE	2010-02-26	BENGTSON	WHITE	F	SARATOGA SPRINGS	57
2010	SS‐00145‐10	RECKLESS DRIVING	LAKE AVE	2010-02-26	MULLAN	WHITE	F	SCHUYLERVILLE	42
2010	SS‐00145‐10	CRIMINAL MISCHIEF IN THE SECOND DEGREE	LAKE AVE	2010-02-26	MULLAN	WHITE	F	SCHUYLERVILLE	42
2010	SS‐00144‐10	CRIMINAL MISCHIEF IN THE SECOND DEGREE	NORTH BROADWAY	2010-02-26	DENNIS	WHITE	M	INDEPENDENCE	24
2010	SS‐00144‐10	BURGLARY SECOND DEGREE/BUILDING IS A DWELLING	NORTH BROADWAY	2010-02-26	DENNIS	WHITE	M	INDEPENDENCE	24
2010	XX‐00030‐10	HARASSMENT SECOND DEGREE ‐ PHYSICAL CONTACT	HATHORN BLVD	2010-02-25		WHITE	M	SARATOGA SPRINGS	17
2010	SS‐00141‐10	CRIMINAL MISCHIEF FOURTH DEGREE/INTEN DAMAGES PROP	W CIRCULAR ST	2010-02-25	EVERTSEN	WHITE	M	SARATOGA SPRINGS	32
2010	SS‐00140‐10	CRIMINAL POSSESSION OF A CONTROLLED SUBSTANCE 7TH	SOUTH BROADWAY	2010-02-24	AHIGIAN	WHITE	M	SARATOGA SPRINGS	27
2010	SS‐00138‐10	DRIVING WHILE INTOXICATED	LAKE AVE	2010-02-24		WHITE	F	SARATOGA SPRINGS	39
2010	SS‐00138‐10	BAC MORE .08	LAKE AVE	2010-02-24		WHITE	F	SARATOGA SPRINGS	39
2010	SS‐00139‐10	UNLAWFUL POSSESSION OF MARIHUANA	ROUTE 50 N	2010-02-24	AHIGIAN	WHITE	M	GALWAY	18
2010	SS‐00138‐10	FOLLOWING MOTOR VEHICLE TOO CLOSELY	LAKE AVE	2010-02-24		WHITE	F	SARATOGA SPRINGS	39
2010	SS‐00140‐10	CRIMINAL CONTEMPT SECOND DEGREE/DISOBEDIENCE	SOUTH BROADWAY	2010-02-24	AHIGIAN	WHITE	M	SARATOGA SPRINGS	27
2010	SS‐00134‐10	ASSAULT IN THE THIRD DEGREE//INTENT PHYSICAL INJ	UNION ST	2010-02-23	BAKER	WHITE	M	BALLSTON SPA	25
2010	SS‐00136‐10	PETIT LARCENY	WEIBEL AVE	2010-02-23	CARTER	WHITE	F	MIDDLE GROVE	20
2010	SS‐00135‐10	PETIT LARCENY	WEIBEL AVE	2010-02-23	CARTER	WHITE	F	GANSEVOORT	19
2010	SS‐00134‐10	UNLAWFUL IMPRISONMENT IN THE SECOND DEGREE	UNION ST	2010-02-23	BAKER	WHITE	M	BALLSTON SPA	25
2010	SS‐00134‐10	CRIMINAL MISCHIEF FOURTH DEGREE/INTEN DAMAGES PROP	UNION ST	2010-02-23	BAKER	WHITE	M	BALLSTON SPA	25
2010	SS‐00133‐10	HARASSMENT SECOND DEGREE	CHURCH ST	2010-02-23	BARRETT	WHITE	M	GREENFIELD	37
2010	SS‐00133‐10	CRIMINAL CONTEMPT SECOND DEGREE/DISOBEDIENCE	CHURCH ST	2010-02-23	BARRETT	WHITE	M	GREENFIELD	37
2010	SS‐00132‐10	CRIMINAL MISCHIEF IN THE SECOND DEGREE	PUTNAM ST	2010-02-23	KELLY	WHITE	M	SARATOGA SPRINGS	22
2010	SS‐00132‐10	BURGLARY IN THE THIRD DEGREE	PUTNAM ST	2010-02-23	KELLY	WHITE	M	SARATOGA SPRINGS	22
2010	SS‐00131‐10	PUBLIC LEWDNESS	BLUE STREAK BLVD	2010-02-23	JOHNSON	WHITE	M	SARATOGA SPRINGS	16
2010	SS‐00131‐10	ENDANGERING THE WELFARE OF A CHILD	BLUE STREAK BLVD	2010-02-23	JOHNSON	WHITE	M	SARATOGA SPRINGS	16
2010	SS‐00130‐10	FAIL TO KEEP RIGHT	WASHINGTON ST	2010-02-23	LEFFLER	WHITE	F	SARATOGA SPRINGS	45
2010	SS‐00130‐10	DRIVING WITH BAC MORE THAN .08	WASHINGTON ST	2010-02-23	LEFFLER	WHITE	F	SARATOGA SPRINGS	45
2010	SS‐00130‐10	DRIVING WHILE INTOXICATED	WASHINGTON ST	2010-02-23	LEFFLER	WHITE	F	SARATOGA SPRINGS	45
2010	SS‐00130‐10	AGGRAVATED DRIVING WHILE INTOXICATED	WASHINGTON ST	2010-02-23	LEFFLER	WHITE	F	SARATOGA SPRINGS	45
2010	SS‐00137‐10	UNLAWFUL POSSESSION OF MARIHUANA	WASHINGTON ST	2010-02-23	AHIGIAN	BLACK/AFRICAN AMERICAN	F	SARATOGA SPRINGS	19
2010	SS‐00127‐10	EQUIPMENT (VEH MANUF AFTER 1952/TWO STOP LAMPS)	WEST AVE	2010-02-21	AHIGIAN	BLACK/AFRICAN AMERICAN	M	TROY	30
2010	SS‐00127‐10	UNLAWFUL POSSESSION OF MARIHUANA	WEST AVE	2010-02-21	AHIGIAN	BLACK/AFRICAN AMERICAN	M	TROY	30
2010	SS‐00129‐10	TRESPASS		2010-02-21	RIGANO	WHITE	M		38
2010	SS‐00128‐10	ASSAULT IN THE THIRD DEGREE//INTENT PHYSICAL INJ	VANDERBILT AVE	2010-02-21	NOLAN	WHITE	M	SARATOGA SPRINGS	57
2010	SS‐00125‐10	ASSAULT IN THE SECOND DEGREE/PREVENT POLICE	BROADWAY	2010-02-21	ARPEI	WHITE	M	QUEENSBURY	21
2010	SS‐00125‐10	OBSTRUCTING GOVERNMENTAL ADMINISTRATION SECOND	BROADWAY	2010-02-21	ARPEI	WHITE	M	QUEENSBURY	21
2010	SS‐00125‐10	RESISTING ARREST	BROADWAY	2010-02-21	ARPEI	WHITE	M	QUEENSBURY	21
2010	SS‐00127‐10	AGGRAVATED UNLICENSED OPERATION THIRD DEGREE	WEST AVE	2010-02-21	AHIGIAN	BLACK/AFRICAN AMERICAN	M	TROY	30
2010	SS‐00127‐10	CRIMINAL POSSESSION OF A CONTROLLED SUBSTANCE 3RD	WEST AVE	2010-02-21	AHIGIAN	BLACK/AFRICAN AMERICAN	M	TROY	30
2010	SS‐00127‐10	CRIMINAL POSSESSION OF A CONTROLLED SUBSTANCE 4TH	WEST AVE	2010-02-21	AHIGIAN	BLACK/AFRICAN AMERICAN	M	TROY	30
2010	SS‐00128‐10	CRIMINAL MISCHIEF FOURTH DEGREE	VANDERBILT AVE	2010-02-21	NOLAN	WHITE	M	SARATOGA SPRINGS	57
2010	SS‐00123‐10	FAIL TO KEEP RIGHT	JOSEPH ST	2010-02-19	CAREY	WHITE	M	BALLSTON SPA	28
2010	SS‐00123‐10	UNREASONABLE SPEED	JOSEPH ST	2010-02-19	CAREY	WHITE	M	BALLSTON SPA	28
2010	SS‐00124‐10	DISORDERLY CONDUCT	JOSEPH ST	2010-02-19	EMANATIAN	WHITE	M	WEST SAND LAKE	29
2010	SS‐00123‐10	DRIVING WHILE INTOXICATED	JOSEPH ST	2010-02-19	CAREY	WHITE	M	BALLSTON SPA	28
2010	SS‐00122‐10	AGGRAVATED HARASSMENT IN THE SECOND DEGREE	SOUTH BROADWAY	2010-02-19	RIGANO	WHITE	M	MIDDLEGROVE	29
2010	SS‐00123‐10	DRIVING WITH BAC MORE THAN .08	JOSEPH ST	2010-02-19	CAREY	WHITE	M	BALLSTON SPA	28
2010	SS‐00121‐10	DISORDERLY CONDUCT	CAROLINE ST	2010-02-17	ARPEI	WHITE	M	PORTER CORNERS	21
2010	SS‐00120‐10	DISORDERLY CONDUCT	CHURCH ST AT BROADWAY	2010-02-16	COTTER	WHITE	M	SARATOGA SPRINGS	47
2010	SS‐00118‐10	ASSAULT IN THE SECOND DEGREE//INTENT PHYSICAL INJ	SOUTH FRANKLIN ST	2010-02-16	NOLAN	OTHER	F	TROY	19
2010	SS‐00118‐10	BURGLARY SECOND DEGREE/BUILDING IS A DWELLING	SOUTH FRANKLIN ST	2010-02-16	NOLAN	OTHER	F	TROY	19
2010	SS‐00118‐10	CRIMINAL POSSESSION OF A WEAPON FOURTH DEGREE	SOUTH FRANKLIN ST	2010-02-16	NOLAN	OTHER	F	TROY	19
2010	SS‐00119‐10	AGGRAVATED HARASSMENT IN THE SECOND DEGREEE SECOND	CLINTON ST	2010-02-16	JOHNSON	WHITE	M	GLENS FALLS	55
2010	SS‐00116‐10	UNLAWFUL POSSESSION OF MARIHUANA	LAKE AVE	2010-02-15	SICKO	WHITE	M	BALLSTON SPA	32
2010	SS‐00117‐10	CRIMINAL MISCHIEF IN THE THIRD DEGREE	LAKE AVE	2010-02-15	LEFFLER	WHITE	M		66
2010	SS‐00117‐10	BURGLARY IN THE THIRD DEGREE	LAKE AVE	2010-02-15	LEFFLER	WHITE	M		66
2010	SS‐00115‐10	CRIMINAL MISCHIEF FOURTH DEGREE/INTEN DAMAGES PROP	CAROLINE ST	2010-02-15	SICKO	WHITE	M	BALLSTON SPA	32
2010	SS‐00112‐10	FAIL TO KEEP RIGHT	SOUTH FRANKLIN ST	2010-02-14	CAREY	WHITE	M	SARATOGA SPRINGS	31
2010	SS‐00114‐10	DISORDERLY CONDUCT	CAROLINE ST	2010-02-14	CADORET	BLACK/AFRICAN AMERICAN	M	BALLSTON SPA	21
2010	SS‐00114‐10	RESISTING ARREST	CAROLINE ST	2010-02-14	CADORET	BLACK/AFRICAN AMERICAN	M	BALLSTON SPA	21
2010	SS‐00113‐10	CRIMINAL POSSESSION OF A CONTROLLED SUBSTANCE 3RD	CAROLINE ST	2010-02-14	CALLAHAN	WHITE	M	GREENFIELD CENTER	23
2010	SS‐00112‐10	AGGRAVATED DRIVING WHILE INTOXICATED	SOUTH FRANKLIN ST	2010-02-14	CAREY	WHITE	M	SARATOGA SPRINGS	31
2010	SS‐00113‐10	CRIMINAL POSSESSION OF A CONTROLLED SUBSTANCE 4TH	CAROLINE ST	2010-02-14	CALLAHAN	WHITE	M	GREENFIELD CENTER	23
2010	SS‐00113‐10	RESISTING ARREST	CAROLINE ST	2010-02-14	CALLAHAN	WHITE	M	GREENFIELD CENTER	23
2010	SS‐00112‐10	BAC MORE .08	SOUTH FRANKLIN ST	2010-02-14	CAREY	WHITE	M	SARATOGA SPRINGS	31
2010	SS‐00112‐10	DRIVING WHILE INTOXICATED	SOUTH FRANKLIN ST	2010-02-14	CAREY	WHITE	M	SARATOGA SPRINGS	31
2010	SS‐00113‐10	CRIMINAL MISCHIEF IN THE THIRD DEGREE	CAROLINE ST	2010-02-14	CALLAHAN	WHITE	M	GREENFIELD CENTER	23
2010	SS‐00110‐10	DRIVING WHILE INTOXICATED	SPRING ST	2010-02-13	CAREY	UNKNOWN	F	BALLSTON LAKE	33
2010	SS‐00111‐10	AGGRAVATED DRIVING WHILE INTOXICATED	EXCELSIOR AVE	2010-02-13	DAVIS	WHITE	F	WILTON	27
2010	SS‐00111‐10	DRIVING WHILE INTOXICATED	EXCELSIOR AVE	2010-02-13	DAVIS	WHITE	F	WILTON	27
2010	SS‐00111‐10	DRIVING WITH BAC MORE THAN .08	EXCELSIOR AVE	2010-02-13	DAVIS	WHITE	F	WILTON	27
2010	SS‐00111‐10	FAILED TO STOP AT STOP SIGN	EXCELSIOR AVE	2010-02-13	DAVIS	WHITE	F	WILTON	27
2010	SS‐00110‐10	AGGRAVATED DRIVING WHILE INTOXICATED	SPRING ST	2010-02-13	CAREY	UNKNOWN	F	BALLSTON LAKE	33
2010	SS‐00110‐10	FAILED TO STOP AT STOP SIGN	SPRING ST AT PUTNAM ST	2010-02-13	CAREY	UNKNOWN	F	BALLSTON LAKE	33
2010	SS‐00110‐10	DRIVING WITH BAC MORE THAN .08	SPRING ST	2010-02-13	CAREY	UNKNOWN	F	BALLSTON LAKE	33
2010	SS‐00108‐10	EQUIPMENT (OBSTRUCTED VIEW FRONT/REAR BY OBJECT)	ROUTE 9	2010-02-12	ARPEI	WHITE	M	VILLA RICA	32
2010	SS‐00109‐10	DISORDERLY CONDUCT	CAROLINE ST	2010-02-12	RIGANO	WHITE	M	SARATOGA SPRINGS	16
2010	SS‐00108‐10	UNLAWFUL POSSESSION OF MARIHUANA	ROUTE 9	2010-02-12	ARPEI	WHITE	M	VILLA RICA	32
2010	SS‐00108‐10	SPEEDING ‐ POSTED ZONE	ROUTE 9	2010-02-12	ARPEI	WHITE	M	VILLA RICA	32
2010	SS‐00107‐10	POSSESS ALCOHOL UNDER 21 YOA	LINCOLN AVENE	2010-02-12	BENGTSON	WHITE	M	GREENFIELD	18
